Id,y
0,0.325666666667
1,0.036
2,0.0253333333333
3,0.689333333333
4,0.0386666666667
5,0.101333333333
6,0.934333333333
7,0.934333333333
8,0.745
9,0.769333333333
10,0.049
11,0.932666666667
12,0.109
13,0.986
14,0.938333333333
15,0.411666666667
16,0.924333333333
17,0.674666666667
18,0.480666666667
19,0.906333333333
20,0.108666666667
21,0.555333333333
22,0.942666666667
23,0.0573333333333
24,0.908
25,0.726
26,0.0126666666667
27,0.017
28,0.979333333333
29,0.0433333333333
30,0.07
31,0.746
32,0.930333333333
33,0.0153333333333
34,0.144
35,0.735333333333
36,0.027
37,0.0996666666667
38,0.293333333333
39,0.043
40,0.870666666667
41,0.697
42,0.108333333333
43,0.01
44,0.668666666667
45,0.324666666667
46,0.132333333333
47,0.063
48,0.127333333333
49,0.941333333333
50,0.139666666667
51,0.0803333333333
52,0.160666666667
53,0.917666666667
54,0.952333333333
55,0.128333333333
56,0.036
57,0.938
58,0.836
59,0.701333333333
60,0.124666666667
61,0.07
62,0.0273333333333
63,0.288
64,0.947333333333
65,0.751
66,0.706666666667
67,0.0206666666667
68,0.00666666666667
69,0.532666666667
70,0.878
71,0.845
72,0.528
73,0.941
74,0.983
75,0.451333333333
76,0.316333333333
77,0.533666666667
78,0.243666666667
79,0.172666666667
80,0.0156666666667
81,0.065
82,0.200333333333
83,0.944666666667
84,0.992333333333
85,0.0443333333333
86,0.928333333333
87,0.0203333333333
88,0.0306666666667
89,0.0136666666667
90,0.0573333333333
91,0.229666666667
92,0.0353333333333
93,0.995666666667
94,0.963333333333
95,0.00466666666667
96,0.094
97,0.0453333333333
98,0.801666666667
99,0.0593333333333
100,0.628333333333
101,0.405666666667
102,0.0663333333333
103,0.008
104,0.083
105,0.922
106,0.210333333333
107,0.549
108,0.973333333333
109,0.0796666666667
110,0.534333333333
111,0.164333333333
112,0.930666666667
113,0.0573333333333
114,0.00766666666667
115,0.065
116,0.958666666667
117,0.998
118,0.031
119,0.107666666667
120,0.936666666667
121,0.0656666666667
122,0.15
123,0.544
124,0.128
125,0.163333333333
126,0.953333333333
127,0.00633333333333
128,0.0703333333333
129,0.951333333333
130,0.904
131,0.025
132,0.00633333333333
133,0.059
134,0.970666666667
135,0.96
136,0.159666666667
137,0.887
138,0.279333333333
139,0.987333333333
140,0.964333333333
141,0.0566666666667
142,0.898666666667
143,0.409
144,0.922333333333
145,0.201333333333
146,0.968666666667
147,0.530666666667
148,0.0726666666667
149,0.154333333333
150,0.320333333333
151,0.797666666667
152,0.358666666667
153,0.0616666666667
154,0.768
155,0.510666666667
156,0.063
157,0.218333333333
158,0.367
159,0.822666666667
160,0.830666666667
161,0.051
162,0.011
163,0.103333333333
164,0.00433333333333
165,0.903
166,0.0656666666667
167,0.135
168,0.135
169,0.387333333333
170,0.148333333333
171,0.95
172,0.399666666667
173,0.982
174,0.354
175,0.0203333333333
176,0.0473333333333
177,0.0133333333333
178,0.031
179,0.965333333333
180,0.869
181,0.0156666666667
182,0.189
183,0.914
184,0.421666666667
185,0.958333333333
186,0.932
187,0.312333333333
188,0.0953333333333
189,0.137333333333
190,0.217
191,0.811666666667
192,0.929
193,0.0706666666667
194,0.924666666667
195,0.069
196,0.0456666666667
197,0.951
198,0.119
199,0.546666666667
200,0.00366666666667
201,0.838333333333
202,0.0713333333333
203,0.830333333333
204,0.974
205,0.408333333333
206,0.0286666666667
207,0.00233333333333
208,0.098
209,0.481
210,0.0283333333333
211,0.917333333333
212,0.232333333333
213,0.864333333333
214,0.369666666667
215,0.469
216,0.033
217,0.759333333333
218,0.621666666667
219,0.843333333333
220,0.155
221,0.939333333333
222,0.922666666667
223,0.174333333333
224,0.489
225,0.0996666666667
226,0.086
227,0.176333333333
228,0.968666666667
229,0.576666666667
230,0.094
231,0.0593333333333
232,0.719666666667
233,0.016
234,0.516333333333
235,0.0506666666667
236,0.105
237,0.795
238,0.334666666667
239,0.950333333333
240,0.033
241,0.145666666667
242,0.066
243,0.0636666666667
244,0.946
245,0.981
246,0.101666666667
247,0.929666666667
248,0.0303333333333
249,0.573666666667
250,0.699333333333
251,0.596333333333
252,0.77
253,0.079
254,0.895333333333
255,0.117333333333
256,0.385666666667
257,0.0873333333333
258,0.025
259,0.705
260,0.105
261,0.0783333333333
262,0.835
263,0.701333333333
264,0.801666666667
265,0.889
266,0.00266666666667
267,0.981333333333
268,0.934
269,0.0663333333333
270,0.034
271,0.974666666667
272,0.237666666667
273,0.011
274,0.0253333333333
275,0.064
276,0.753
277,0.154333333333
278,0.981666666667
279,0.089
280,0.922666666667
281,0.026
282,0.285333333333
283,0.603
284,0.304666666667
285,0.0843333333333
286,0.971
287,0.209
288,0.105
289,0.00733333333333
290,0.0466666666667
291,0.199333333333
292,0.958333333333
293,0.275
294,0.967
295,0.0283333333333
296,0.930666666667
297,0.895333333333
298,0.254
299,0.885
300,0.167
301,0.017
302,0.131
303,0.620666666667
304,0.222666666667
305,0.0916666666667
306,0.669666666667
307,0.686
308,0.0166666666667
309,0.990333333333
310,0.575
311,0.0936666666667
312,0.0993333333333
313,0.261
314,0.104666666667
315,0.919666666667
316,0.00766666666667
317,0.108333333333
318,0.049
319,0.123
320,0.246666666667
321,0.011
322,0.900666666667
323,0.744666666667
324,0.309
325,0.0673333333333
326,0.975666666667
327,0.496
328,0.333
329,0.039
330,0.348666666667
331,0.778666666667
332,0.0376666666667
333,0.347333333333
334,0.655333333333
335,0.986333333333
336,0.751333333333
337,0.874333333333
338,0.023
339,0.078
340,0.0146666666667
341,0.911333333333
342,0.961666666667
343,0.412
344,0.0473333333333
345,0.132333333333
346,0.0586666666667
347,0.811333333333
348,0.0333333333333
349,0.0173333333333
350,0.0263333333333
351,0.883
352,0.0576666666667
353,0.0736666666667
354,0.0166666666667
355,0.875
356,0.0546666666667
357,0.119333333333
358,0.919
359,0.745
360,0.652666666667
361,0.975666666667
362,0.325333333333
363,0.530666666667
364,0.435666666667
365,0.200333333333
366,0.129333333333
367,0.0963333333333
368,0.954666666667
369,0.864666666667
370,0.0206666666667
371,0.0236666666667
372,0.567333333333
373,0.722333333333
374,0.0273333333333
375,0.846666666667
376,0.4
377,0.791
378,0.567
379,0.0723333333333
380,0.960333333333
381,0.988333333333
382,0.714666666667
383,0.892666666667
384,0.101333333333
385,0.961
386,0.806333333333
387,0.0843333333333
388,0.186333333333
389,0.645
390,0.011
391,0.483666666667
392,0.67
393,0.106
394,0.031
395,0.935
396,0.854333333333
397,0.115
398,0.858333333333
399,0.617
400,0.841333333333
401,0.0386666666667
402,0.043
403,0.527666666667
404,0.103
405,0.994333333333
406,0.0203333333333
407,0.00233333333333
408,0.736666666667
409,0.0913333333333
410,0.190666666667
411,0.0553333333333
412,0.932333333333
413,0.829666666667
414,0.214
415,0.891666666667
416,0.055
417,0.257666666667
418,0.013
419,0.721666666667
420,0.231333333333
421,0.988
422,0.892
423,0.716
424,0.662
425,0.0283333333333
426,0.044
427,0.0716666666667
428,0.545333333333
429,0.984666666667
430,0.993333333333
431,0.952666666667
432,0.155666666667
433,0.550666666667
434,0.471666666667
435,0.083
436,0.101666666667
437,0.0596666666667
438,0.100666666667
439,0.0513333333333
440,0.210333333333
441,0.0116666666667
442,0.458
443,0.133666666667
444,0.121333333333
